drug_id,name,smiles,native_feature_index,gene_symbol,drug_to_target_logit,target_to_drug_logit,rank_720,evidence
ATALOFNDEOCMKK-OITMNORJSA-N,aprepitant;fosaprepitant,C[C@@H](O[C@H]1OCCN(Cc2nc(=O)[nH][nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,166729,LYVE1,-3.6636965,-3.8278792,27,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
IAVUPMFITXYVAF-XPUUQOCRSA-N,dorzolamide,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,67439,LYVE1,-4.335946,-3.8400218,28,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
IAKHMKGGTNLKSZ-INIZCTEOSA-N,colchicine,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,134420,LYVE1,-4.1380134,-4.0001063,29,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
VCSUIBJKYCVWNF-NRFANRHFSA-N,vanzacaftor,CC1(C)C[C@@H]2CCCNc3cccc(n3)S(=O)(=O)NC(=O)c3ccc(-n4ccc(OCCC5C6(CC6)C56CC6)n4)nc3N1C2,44136,LYVE1,-4.02707,-4.137981,30,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
NEQYWYXGTJDAKR-JTQLQIEISA-N,olutasidenib,C[C@H](Nc1ccc(C#N)n(C)c1=O)c1cc2cc(Cl)ccc2[nH]c1=O,172253,LYVE1,-4.309399,-4.208756,31,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
BTBHLEZXCOBLCY-QGZVFWFLSA-N,finerenone,CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2,75572,LYVE1,-4.7474356,-4.2229104,32,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
VFBILHPIHUPBPZ-UHFFFAOYSA-N,difamilast,CCOc1ccccc1C(=O)NCc1coc(-c2ccc(OC(F)F)c(OC(C)C)c2)n1,75190,LYVE1,-4.106787,-4.287589,33,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
MWLSOWXNZPKENC-UHFFFAOYSA-N,zileuton,CC(c1cc2ccccc2s1)N(O)C(N)=O,41730,LYVE1,-4.5815897,-4.28817,34,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
JFOZKMSJYSPYLN-QHCPKHFHSA-N,lifitegrast,CS(=O)(=O)c1cccc(C[C@H](NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(=O)c2ccc4ccoc4c2)C3)C(=O)O)c1,163468,LYVE1,-4.2555504,-4.3428006,35,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
NDDAHWYSQHTHNT-UHFFFAOYSA-N,indapamide,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,48759,LYVE1,-4.3365774,-4.4056683,36,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
WAXQNWCZJDTGBU-UHFFFAOYSA-N,fosnetupitant;netupitant,Cc1ccccc1-c1cc(N2CCN(C)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,204426,LYVE1,-4.4858756,-4.406202,37,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
XRVDGNKRPOAQTN-FQEVSTJZSA-N,ozanimod,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@@H]4NCCO)no2)cc1C#N,35347,LYVE1,-4.349815,-4.410232,38,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
BPQMGSKTAYIVFO-UHFFFAOYSA-N,vismodegib,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,163010,LYVE1,-4.550904,-4.418351,39,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
JIVPVXMEBJLZRO-UHFFFAOYSA-N,chlorthalidone,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,249068,LYVE1,-4.8280783,-4.4408274,40,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
WRFHGDPIDHPWIQ-UHFFFAOYSA-N,sparsentan,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2S(=O)(=O)Nc2noc(C)c2C)c(COCC)c1,53705,LYVE1,-4.55493,-4.4913344,41,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
PDWUPXJEEYOOTR-UHFFFAOYSA-N,3-iodobenzylguanidine,N=C(N)NCc1cccc(I)c1,240082,LYVE1,-4.625961,-4.5162306,42,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
LXBIFEVIBLOUGU-DPYQTVNSSA-N,migalastat,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,303804,LYVE1,-4.6884456,-4.5461655,43,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
IDUYJRXRDSPPRC-NRFANRHFSA-N,oteseconazole,O[C@@](Cn1cnnn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(-c2ccc(OCC(F)(F)F)cc2)cn1,304487,LYVE1,-4.342415,-4.58005,44,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
DTGLZDAWLRGWQN-UHFFFAOYSA-N,prasugrel,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,19541,LYVE1,-4.520157,-4.612646,45,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
WOXKDUGGOYFFRN-IIBYNOLFSA-N,tadalafil,CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,97020,LYVE1,-4.863883,-4.6166444,46,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
LKJPYSCBVHEWIU-UHFFFAOYSA-N,bicalutamide,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,41106,LYVE1,-4.6404824,-4.6475525,47,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
ZBBHBTPTTSWHBA-UHFFFAOYSA-N,nicardipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,110303,LYVE1,-4.9882364,-4.7666845,48,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
QCZAWDGAVJMPTA-RNFRBKRXSA-N,vorasidenib,C[C@@H](Nc1nc(N[C@H](C)C(F)(F)F)nc(-c2cccc(Cl)n2)n1)C(F)(F)F,166198,LYVE1,-4.87356,-4.8060994,49,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
YQNWZWMKLDQSAC-UHFFFAOYSA-N,vortioxetine,Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,199744,LYVE1,-7.2862487,-4.8590136,50,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
RJCWBNBKOKFWNY-IDPLTSGASA-N,omaveloxolone,CC1(C)CC[C@]2(NC(=O)C(C)(F)F)CC[C@]3(C)[C@H](C(=O)C=C4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,43799,LYVE1,-4.9077406,-4.98872,51,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
QXWZQTURMXZVHJ-UHFFFAOYSA-N,selexipag,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,32697,LYVE1,-4.864335,-5.0007896,52,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
HEAUOKZIVMZVQL-VWLOTQADSA-N,elagolix,COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)O)c3ccccc3)c2=O)c1F,151279,LYVE1,-4.934599,-5.019638,53,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
NOZIJMHMKORZBA-KJCUYJGMSA-N,lusutrombopag,CCCCCCO[C@@H](C)c1cccc(-c2csc(NC(=O)c3cc(Cl)c(/C=C(\C)C(=O)O)c(Cl)c3)n2)c1OC,55484,LYVE1,-4.7809243,-5.0225387,54,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
YQNQNVDNTFHQSW-UHFFFAOYSA-N,nitazoxanide,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,19616,LYVE1,-5.054123,-5.085643,55,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
HTIQEAQVCYTUBX-UHFFFAOYSA-N,amlodipine,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,68470,LYVE1,-5.553999,-5.117899,56,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
XHOLNRLADUSQLD-UHFFFAOYSA-N,betrixaban,COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,146363,LYVE1,-6.3449,-5.152255,57,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
VSWBSWWIRNCQIJ-HUUCEWRRSA-N,asenapine,CN1C[C@@H]2c3ccccc3Oc3ccc(Cl)cc3[C@H]2C1,101860,LYVE1,-5.6200542,-5.2108436,58,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
BFDBKMOZYNOTPK-UHFFFAOYSA-N,vonoprazan,CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,107247,LYVE1,-5.5689774,-5.2136483,59,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
GYHCTFXIZSNGJT-UHFFFAOYSA-N,tolvaptan,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1,204766,LYVE1,-5.4213233,-5.237252,60,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
FDBYIYFVSAHJLY-UHFFFAOYSA-N,resmetirom,CC(C)c1cc(Oc2c(Cl)cc(-n3nc(C#N)c(=O)[nH]c3=O)cc2Cl)n[nH]c1=O,37575,LYVE1,-5.0987377,-5.259243,61,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
SNICXCGAKADSCV-JTQLQIEISA-N,nicotine polacrilex,CN1CCC[C@H]1c1cccnc1,98522,LYVE1,-5.225695,-5.261179,62,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
FYDWDCIFZSGNBU-UHFFFAOYSA-N,revefenacin,CN(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)C(=O)c1ccc(CN2CCC(C(N)=O)CC2)cc1,93523,LYVE1,-5.132118,-5.335067,63,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
BSYNRYMUTXBXSQ-UHFFFAOYSA-N,aspirin,CC(=O)Oc1ccccc1C(=O)O,19617,LYVE1,-5.3287096,-5.3417153,64,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
KPBZROQVTHLCDU-UHFFFAOYSA-N,clevidipine,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,52757,LYVE1,-5.4828563,-5.356268,65,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
RLCLASQCAPXVLM-NSHDSACASA-N,mavacamten,CC(C)n1c(=O)cc(N[C@@H](C)c2ccccc2)[nH]c1=O,38801,LYVE1,-4.9693213,-5.3997135,66,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
KWTWDQCKEHXFFR-SMDDNHRTSA-N,tapentadol,CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C,77108,LYVE1,-6.249786,-5.4365664,67,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
FTALBRSUTCGOEG-UHFFFAOYSA-N,riluzole,Nc1nc2ccc(OC(F)(F)F)cc2s1,257853,LYVE1,-5.3143044,-5.438169,68,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
ASUTZQLVASHGKV-JDFRZJQESA-N,galantamine,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,150306,LYVE1,-5.9307604,-5.46352,69,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
RYMZZMVNJRMUDD-HGQWONQESA-N,simvastatin,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,50562,LYVE1,-5.787609,-5.482215,70,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
IMOZEMNVLZVGJZ-QGZVFWFLSA-N,apremilast,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,73540,LYVE1,-6.5957932,-5.5066977,71,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
XWLUWCNOOVRFPX-UHFFFAOYSA-N,fosphenytoin,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O,293078,LYVE1,-5.31231,-5.522474,72,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
GDLBFKVLRPITMI-UHFFFAOYSA-N,diazoxide,CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,47546,LYVE1,-5.28454,-5.5283732,73,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
OZOMQRBLCMDCEG-VIZOYTHASA-N,dantrolene,O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,291001,LYVE1,-5.4658513,-5.5331297,74,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
PRMWGUBFXWROHD-UHFFFAOYSA-N,perampanel,N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O,238174,LYVE1,-5.50616,-5.5352182,75,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
DDFOUSQFMYRUQK-RCDICMHDSA-N,isavuconazonium,C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@](O)(Cn1cncn1)c1cc(F)ccc1F,167398,LYVE1,-5.370767,-5.559532,76,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
DOMXUEMWDBAQBQ-WEVVVXLNSA-N,terbinafine,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,92960,LYVE1,-5.579012,-5.5604167,77,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
BMEARIQHWSVDBS-SNVBAGLBSA-N,cipepofol,CC(C)c1cccc([C@H](C)C2CC2)c1O,38137,LYVE1,-5.421272,-5.689388,78,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
RKEWSXXUOLRFBX-UHFFFAOYSA-N,pimavanserin,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,30983,LYVE1,-5.6817884,-5.702268,79,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
PUKBOVABABRILL-YZNIXAGQSA-N,avacopan,Cc1ccc(NC(=O)[C@H]2CCCN(C(=O)c3c(C)cccc3F)[C@H]2c2ccc(NC3CCCC3)cc2)cc1C(F)(F)F,197325,LYVE1,-5.5593176,-5.7117434,80,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
BBAWEDCPNXPBQM-GDEBMMAJSA-N,telaprevir,CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,61038,LYVE1,-5.7179008,-5.745902,81,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
TYZROVQLWOKYKF-ZDUSSCGKSA-N,linezolid,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,16748,LYVE1,-5.526044,-5.770058,82,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
YHGSTSNEOJUIRN-UHFFFAOYSA-N,omidenepag,O=C(O)CNc1cccc(CN(Cc2ccc(-n3cccn3)cc2)S(=O)(=O)c2cccnc2)n1,283301,LYVE1,-5.6733837,-5.773351,83,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
UIAGMCDKSXEBJQ-UHFFFAOYSA-N,nimodipine,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,118121,LYVE1,-5.90735,-5.781675,84,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
JAUOIFJMECXRGI-UHFFFAOYSA-N,desloratadine;loratadine,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,218431,LYVE1,-6.4887643,-5.8427005,85,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
UQRORFVVSGFNRO-UTINFBMNSA-N,miglustat,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,56546,LYVE1,-6.0593815,-5.850738,86,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
SUJUHGSWHZTSEU-FYBSXPHGSA-N,tipranavir,CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,60824,LYVE1,-5.8064113,-5.852079,87,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
LRFKWQGGENFBFO-IBGZPJMESA-N,fingolimod,CCCCCCCCc1ccc(CC[C@](N)(CO)COP(=O)(O)O)cc1,55060,LYVE1,-5.5102615,-5.852569,88,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
LOMMPXLFBTZENJ-ZACQAIPSSA-N,belzutifan,CS(=O)(=O)c1ccc(Oc2cc(F)cc(C#N)c2)c2c1[C@H](O)[C@H](F)[C@@H]2F,163278,LYVE1,-5.969936,-5.88167,89,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
GNXFOGHNGIVQEH-UHFFFAOYSA-N,methocarbamol,COc1ccccc1OCC(O)COC(N)=O,156316,LYVE1,-5.5427394,-5.92443,90,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
GBLBJPZSROAGMF-RWYJCYHVSA-N,pralsetinib,CO[C@]1(C(=O)N[C@@H](C)c2ccc(-n3cc(F)cn3)nc2)CC[C@H](c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1,122187,LYVE1,-7.2011456,-5.932763,91,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
ZWUQVNSJSJHFPS-XFXZXTDPSA-N,prasugrel,O=C(O)/C=C1/CN(C(C(=O)C2CC2)c2ccccc2F)CCC1S,281766,LYVE1,-5.356707,-5.93591,92,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
LXMSZDCAJNLERA-ZHYRCANASA-N,spironolactone,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,19643,LYVE1,-6.599777,-5.9408097,93,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
